날짜,종가,오픈,고가,저가,거래량,변동 %
2013년 07월 26일,1910.81,1912.05,1915.97,1902.47,320.16M,0.06%
2013년 07월 25일,1909.61,1906.57,1913.91,1904.44,312.00M,-0.13%
2013년 07월 24일,1912.08,1904.07,1914.41,1901.15,322.15M,0.42%
2013년 07월 23일,1904.15,1890.55,1904.15,1885.57,352.40M,1.27%
2013년 07월 22일,1880.35,1880.81,1894.41,1873.17,356.94M,0.48%
2013년 07월 19일,1871.41,1880.44,1881.4,1861.43,319.62M,-0.22%
2013년 07월 18일,1875.48,1883.07,1885.01,1870.78,380.29M,-0.64%
2013년 07월 17일,1887.49,1871.29,1894.7,1856.55,382.92M,1.13%
2013년 07월 16일,1866.36,1875.53,1875.68,1860.37,303.33M,-0.47%
2013년 07월 15일,1875.16,1870.26,1877.46,1847.82,330.03M,0.28%
2013년 07월 12일,1869.98,1873.66,1873.66,1863.4,265.99M,-0.41%
2013년 07월 11일,1877.6,1840.34,1877.6,1840.34,331.47M,2.93%
2013년 07월 10일,1824.16,1835.94,1836.91,1818.94,267.90M,-0.34%
2013년 07월 09일,1830.35,1828.63,1831.35,1815.03,257.90M,0.74%
2013년 07월 08일,1816.85,1830.81,1840.57,1809.72,303.58M,-0.90%
2013년 07월 05일,1833.31,1848.97,1857.39,1828.75,285.64M,-0.32%
2013년 07월 04일,1839.14,1830.49,1840.38,1825.62,313.02M,0.79%
2013년 07월 03일,1824.66,1854.29,1860.46,1823.1,405.80M,-1.64%
2013년 07월 02일,1855.02,1861.26,1867.18,1850.29,483.16M,-0.04%
2013년 07월 01일,1855.73,1851.57,1866.63,1850.03,220.88M,-0.41%
2013년 06월 28일,1863.32,1844.6,1864.09,1844.6,251.09M,1.56%
2013년 06월 27일,1834.7,1809.55,1839.52,1809.4,286.26M,2.87%
2013년 06월 26일,1783.45,1799.74,1799.74,1772.49,296.94M,0.16%
2013년 06월 25일,1780.63,1790.33,1807.62,1770.53,332.24M,-1.02%
2013년 06월 24일,1799.01,1821.22,1821.22,1798.98,220.94M,-1.31%
2013년 06월 21일,1822.83,1806.4,1823.99,1806.02,290.46M,-1.49%
2013년 06월 20일,1850.49,1864.37,1873.18,1844.41,355.76M,-2.00%
2013년 06월 19일,1888.31,1899.5,1899.5,1883.41,279.75M,-0.65%
2013년 06월 18일,1900.62,1887.72,1900.63,1872.7,278.59M,0.93%
2013년 06월 17일,1883.1,1889.45,1897.7,1878.4,264.45M,-0.32%
2013년 06월 14일,1889.24,1895.77,1896.6,1881.5,279.28M,0.35%
2013년 06월 13일,1882.73,1905.1,1911.04,1881.24,306.43M,-1.42%
2013년 06월 12일,1909.91,1913.6,1921.54,1907.29,253.38M,-0.56%
2013년 06월 11일,1920.68,1933.1,1933.34,1910.05,288.16M,-0.62%
2013년 06월 10일,1932.7,1927.19,1934.92,1923.59,271.73M,0.46%
2013년 06월 07일,1923.85,1953.83,1954.82,1923.84,341.12M,-1.80%
2013년 06월 05일,1959.19,1988.94,1989.29,1959.19,340.50M,-1.52%
2013년 06월 04일,1989.51,1998.38,1999.73,1979.42,334.90M,-0.00%
2013년 06월 03일,1989.57,1993.11,2000.56,1989.51,333.50M,-0.57%
2013년 05월 31일,2001.05,2009.25,2013.29,2000.82,397.51M,0.05%
2013년 05월 30일,2000.1,1999.83,2008.23,1997.84,435.69M,-0.05%
2013년 05월 29일,2001.2,1993.69,2009.43,1992.68,362.63M,0.75%
2013년 05월 28일,1986.22,1983.58,1991.2,1978.89,311.41M,0.32%
2013년 05월 27일,1979.97,1974.59,1984.13,1971.53,256.08M,0.33%
2013년 05월 24일,1973.45,1979.35,1979.93,1961.59,273.55M,0.22%
2013년 05월 23일,1969.19,1985.91,1991.35,1969.19,342.94M,-1.24%
2013년 05월 22일,1993.83,1991.76,1998.7,1987.23,326.45M,0.64%
2013년 05월 21일,1981.09,1994.02,1995.1,1976.17,245.78M,-0.07%
2013년 05월 20일,1982.43,1990.36,1991.27,1982.43,274.39M,-0.22%
2013년 05월 16일,1986.81,1980.03,1991.98,1980.03,322.20M,0.79%
2013년 05월 15일,1971.26,1971.96,1972.44,1963.52,246.96M,0.12%
2013년 05월 14일,1968.83,1954.39,1972.5,1954.13,328.48M,1.03%
2013년 05월 13일,1948.7,1936.86,1948.7,1935.57,251.57M,0.20%
2013년 05월 10일,1944.75,1975.48,1975.48,1944.75,283.84M,-1.75%
2013년 05월 09일,1979.45,1963.61,1982.32,1961.5,332.55M,1.18%
2013년 05월 08일,1956.45,1961.73,1964.08,1952.38,337.94M,0.11%
2013년 05월 07일,1954.35,1962.28,1962.87,1951.27,299.86M,-0.36%
2013년 05월 06일,1961.48,1977.44,1983.64,1960.14,294.95M,-0.22%
2013년 05월 03일,1965.71,1967.88,1968.04,1953.4,312.53M,0.43%
2013년 05월 02일,1957.21,1961.67,1966.68,1954.28,349.69M,-0.34%
2013년 04월 30일,1963.95,1947.07,1967.06,1946.99,403.08M,1.20%
2013년 04월 29일,1940.7,1948.87,1948.97,1934.68,266.05M,-0.20%
2013년 04월 26일,1944.56,1949.92,1951.86,1942.37,280.16M,-0.36%
2013년 04월 25일,1951.6,1937.88,1951.66,1935.81,334.96M,0.84%
2013년 04월 24일,1935.31,1931.06,1939.35,1921.03,341.10M,0.87%
2013년 04월 23일,1918.63,1924.43,1924.79,1908.77,260.48M,-0.40%
2013년 04월 22일,1926.31,1903.97,1926.31,1901.98,258.76M,1.03%
2013년 04월 19일,1906.75,1899.35,1910.24,1888.3,331.26M,0.35%
2013년 04월 18일,1900.06,1916.55,1919.53,1900.05,343.48M,-1.24%
2013년 04월 17일,1923.84,1934.61,1934.82,1910.78,415.26M,0.08%
2013년 04월 16일,1922.21,1900.18,1926.65,1896.69,393.06M,0.09%
2013년 04월 15일,1920.45,1916.06,1927.72,1907.35,332.95M,-0.20%
2013년 04월 12일,1924.23,1954.22,1956.21,1919.9,407.38M,-1.31%
2013년 04월 11일,1949.8,1944.53,1949.8,1926.54,386.58M,0.73%
2013년 04월 10일,1935.58,1933.73,1939.19,1923.43,320.15M,0.77%
2013년 04월 09일,1920.74,1918.13,1934.74,1901.96,356.63M,0.11%
2013년 04월 08일,1918.69,1927.04,1933.95,1918.69,313.35M,-0.44%
2013년 04월 05일,1927.23,1948.33,1952.1,1916.77,372.65M,-1.64%
2013년 04월 04일,1959.45,1963.39,1965.19,1938.89,415.40M,-1.20%
2013년 04월 03일,1983.22,1990.71,1992.4,1972.02,396.38M,-0.15%
2013년 04월 02일,1986.15,1996.81,2001.78,1973.27,496.12M,-0.49%
2013년 04월 01일,1995.99,2009.94,2010.15,1994.54,269.15M,-0.44%
2013년 03월 29일,2004.89,2007.12,2013.21,2003.96,341.60M,0.57%
2013년 03월 28일,1993.52,1989.7,1995.31,1985.45,367.68M,0.00%
2013년 03월 27일,1993.44,1991.91,1996.56,1973.72,362.61M,0.49%
2013년 03월 26일,1983.7,1976.81,1990.23,1975.6,298.85M,0.30%
2013년 03월 25일,1977.67,1968.85,1981.75,1968.14,276.30M,1.49%
2013년 03월 22일,1948.71,1949.03,1956.33,1946.05,259.62M,-0.11%
2013년 03월 21일,1950.82,1969.3,1973.26,1950.82,262.86M,-0.44%
2013년 03월 20일,1959.41,1969.19,1978.17,1959.4,332.90M,-0.97%
2013년 03월 19일,1978.56,1978.41,1989.46,1973.23,326.79M,0.53%
2013년 03월 18일,1968.18,1974.71,1982.92,1968.18,304.27M,-0.92%
2013년 03월 15일,1986.5,2009.71,2009.71,1985.91,307.40M,-0.78%
2013년 03월 14일,2002.13,2000.07,2002.13,1978.57,330.92M,0.12%
2013년 03월 13일,1999.73,1994.79,1999.73,1988.19,353.04M,0.32%
2013년 03월 12일,1993.34,2006.84,2007.44,1990.17,390.22M,-0.50%
2013년 03월 11일,2003.35,2000.57,2006.3,1982.38,398.28M,-0.13%
2013년 03월 08일,2006.01,2001.97,2007.37,1994.25,312.06M,0.08%
2013년 03월 07일,2004.4,2018.63,2018.63,1998.29,386.48M,-0.81%
2013년 03월 06일,2020.74,2033.17,2033.89,2016.65,395.37M,0.20%
2013년 03월 05일,2016.61,2022.41,2031.65,2016.6,491.94M,0.17%
2013년 03월 04일,2013.15,2028.55,2029.32,2011.09,357.44M,-0.66%
2013년 02월 28일,2026.49,2019.05,2030.85,2016.15,421.96M,1.12%
2013년 02월 27일,2004.04,2008.94,2014.96,1999.65,417.07M,0.20%
2013년 02월 26일,2000.01,1993.12,2005.86,1991.96,433.41M,-0.47%
2013년 02월 25일,2009.52,2022.51,2022.77,2008.78,338.23M,-0.46%
2013년 02월 22일,2018.89,2007.34,2029.44,2006.59,409.12M,0.18%
2013년 02월 21일,2015.22,2014.5,2021.24,2010.91,391.19M,-0.47%
2013년 02월 20일,2024.64,1997.04,2024.64,1995.31,407.73M,1.95%
2013년 02월 19일,1985.83,1981.96,1990.09,1979.85,344.26M,0.20%
2013년 02월 18일,1981.91,1979.42,1985.41,1973.65,420.69M,0.04%
2013년 02월 15일,1981.18,1981.06,1982.76,1976.12,598.84M,0.08%
2013년 02월 14일,1979.61,1977.42,1986.14,1972.8,336.03M,0.18%
2013년 02월 13일,1976.07,1952.86,1976.07,1950.58,331.01M,1.56%
2013년 02월 12일,1945.79,1958.46,1958.65,1943.63,307.48M,-0.26%
2013년 02월 08일,1950.9,1930,1955.86,1929.81,291.21M,0.99%
2013년 02월 07일,1931.77,1939.42,1946.67,1931.1,412.16M,-0.23%
2013년 02월 06일,1936.19,1943.33,1944.44,1935.44,349.22M,-0.10%
2013년 02월 05일,1938.18,1936.92,1944,1928.75,366.69M,-0.77%
2013년 02월 04일,1953.21,1968.95,1969.13,1952.83,345.36M,-0.23%
2013년 02월 01일,1957.79,1964.75,1966.54,1942.44,385.89M,-0.21%
2013년 01월 31일,1961.94,1960.78,1965.92,1954.53,399.58M,-0.13%
2013년 01월 30일,1964.43,1961.92,1967.29,1950.67,523.26M,0.43%
2013년 01월 29일,1955.96,1946.11,1958.88,1944.81,465.01M,0.84%
2013년 01월 28일,1939.71,1940.33,1943.49,1930.37,349.47M,-0.36%
2013년 01월 25일,1946.69,1966.4,1966.83,1934.89,401.83M,-0.91%
2013년 01월 24일,1964.48,1970.85,1980.03,1960.75,558.39M,-0.80%
2013년 01월 23일,1980.41,2003.37,2008.06,1980.41,491.36M,-0.81%
2013년 01월 22일,1996.52,1986.58,1999.35,1981.88,553.44M,0.49%
2013년 01월 21일,1986.86,1987.96,1991.98,1972.64,446.60M,-0.05%
2013년 01월 18일,1987.85,1987.65,1988.47,1976.72,583.33M,0.69%
2013년 01월 17일,1974.27,1983.67,1986.34,1964.62,828.73M,-0.16%
2013년 01월 16일,1977.45,1988.44,1996.46,1970.01,457.62M,-0.32%
2013년 01월 15일,1983.74,2006.89,2016.37,1983.74,546.22M,-1.16%
2013년 01월 14일,2007.04,1993.82,2007.04,1989.24,454.75M,0.52%
2013년 01월 11일,1996.67,2017.38,2017.92,1984.16,472.56M,-0.50%
2013년 01월 10일,2006.8,1993.87,2008.47,1988.04,500.78M,0.75%
2013년 01월 09일,1991.81,2001.98,2007.72,1989.48,607.58M,-0.31%
2013년 01월 08일,1997.94,2003.22,2009.99,1997.91,493.73M,-0.66%
2013년 01월 07일,2011.25,2012.15,2014,1996.47,536.22M,-0.03%
2013년 01월 04일,2011.94,2017.88,2018.63,2001.53,378.86M,-0.37%
2013년 01월 03일,2019.41,2041.24,2042.48,2018.49,491.01M,-0.58%
2013년 01월 02일,2031.1,2013.74,2033.66,2012.3,364.08M,1.71%
2012년 12월 28일,1997.05,1984.84,2002.67,1984.84,302.93M,0.49%
2012년 12월 27일,1987.35,1979.46,1987.91,1971.53,376.07M,0.26%
2012년 12월 26일,1982.25,1992.1,2000.92,1982.25,457.99M,0.02%
2012년 12월 24일,1981.82,1984.18,1985.57,1977,348.17M,0.07%
2012년 12월 21일,1980.42,2004.61,2004.67,1976.09,553.67M,-0.95%
2012년 12월 20일,1999.5,2002.11,2006.08,1991.81,421.93M,0.32%
2012년 12월 18일,1993.09,1990.72,1993.09,1979.22,454.27M,0.51%
2012년 12월 17일,1983.07,1993.18,1999.38,1981.13,366.68M,-0.60%
2012년 12월 14일,1995.04,1989.42,1999.65,1985.19,350.50M,-0.39%
2012년 12월 13일,2002.77,1976.18,2002.78,1976.18,421.46M,1.38%
2012년 12월 12일,1975.44,1972.33,1975.44,1966.91,459.72M,0.55%
2012년 12월 11일,1964.62,1962.52,1965.68,1956.75,404.83M,0.37%
2012년 12월 10일,1957.42,1965.71,1970.19,1955.39,367.57M,-0.00%
2012년 12월 07일,1957.45,1953.17,1963.06,1952.83,413.45M,0.40%
2012년 12월 06일,1949.62,1948.55,1955.07,1946.03,345.32M,0.13%
2012년 12월 05일,1947.04,1933.45,1949.7,1930.15,492.58M,0.61%
2012년 12월 04일,1935.18,1932.66,1938.28,1928.09,294.80M,-0.25%
2012년 12월 03일,1940.02,1937.28,1944.75,1933.67,314.89M,0.37%
2012년 11월 30일,1932.9,1932.71,1941.84,1927.98,337.27M,-0.10%
2012년 11월 29일,1934.85,1922.86,1935.1,1922.51,388.79M,1.15%
2012년 11월 28일,1912.78,1916.31,1916.76,1906.2,408.91M,-0.65%
2012년 11월 27일,1925.2,1917.14,1930.24,1913.97,588.28M,0.87%
2012년 11월 26일,1908.51,1918.01,1918.11,1905.95,276.75M,-0.15%
2012년 11월 23일,1911.33,1901.73,1911.33,1894.58,329.95M,0.62%
2012년 11월 22일,1899.5,1894.66,1903.27,1893.18,412.82M,0.82%
2012년 11월 21일,1884.04,1895.72,1899.6,1878.25,380.80M,-0.32%
2012년 11월 20일,1890.18,1896.58,1897.56,1886.34,372.35M,0.64%
2012년 11월 19일,1878.1,1869.76,1884.11,1869.23,349.36M,0.93%
2012년 11월 16일,1860.83,1865.81,1872.69,1856.81,465.05M,-0.53%
2012년 11월 15일,1870.72,1870.29,1875.49,1859.79,450.85M,-1.23%
2012년 11월 14일,1894.04,1891.45,1895.48,1880.61,533.94M,0.23%
2012년 11월 13일,1889.7,1904.19,1904.97,1881.85,494.88M,-0.59%
2012년 11월 12일,1900.87,1899.3,1903.81,1892.68,473.26M,-0.19%
2012년 11월 09일,1904.41,1893.09,1907.57,1879.06,636.23M,-0.52%
2012년 11월 08일,1914.41,1912.64,1918.69,1905.62,659.65M,-1.19%
2012년 11월 07일,1937.55,1933.79,1937.55,1916.81,556.72M,0.49%
2012년 11월 06일,1928.17,1911.83,1928.17,1908.49,545.83M,1.05%
2012년 11월 05일,1908.22,1905.46,1914.38,1903.32,343.43M,-0.55%
2012년 11월 02일,1918.72,1920.55,1921.98,1915.11,441.21M,1.07%
2012년 11월 01일,1898.44,1903.57,1904.99,1887.56,402.38M,-0.71%
2012년 10월 31일,1912.06,1912.83,1918.4,1909.08,397.25M,0.66%
2012년 10월 30일,1899.58,1894.05,1913.52,1893.75,334.13M,0.43%
2012년 10월 29일,1891.52,1901.83,1905.22,1884.77,371.72M,0.00%
2012년 10월 26일,1891.43,1917.64,1921.25,1890.15,437.52M,-1.72%
2012년 10월 25일,1924.5,1906.91,1924.51,1904.95,438.07M,0.55%
2012년 10월 24일,1913.96,1907.16,1922.02,1901.62,564.64M,-0.67%
2012년 10월 23일,1926.81,1943.79,1944.38,1926.81,538.99M,-0.76%
2012년 10월 22일,1941.59,1910.98,1942.64,1910.23,458.10M,-0.12%
2012년 10월 19일,1943.84,1954.33,1958.64,1938.96,383.23M,-0.78%
2012년 10월 18일,1959.12,1960.39,1963.53,1954.1,494.96M,0.20%
2012년 10월 17일,1955.15,1955.78,1965.53,1949.71,499.78M,0.70%
2012년 10월 16일,1941.54,1942.51,1944.22,1931.09,538.40M,0.83%
2012년 10월 15일,1925.59,1927.82,1937.15,1921.32,567.91M,-0.40%
2012년 10월 12일,1933.26,1937.85,1940.32,1927.39,398.79M,0.01%
2012년 10월 11일,1933.09,1934.49,1949.74,1919.82,464.11M,-0.78%
2012년 10월 10일,1948.22,1961.9,1962.72,1948.22,449.39M,-1.56%
2012년 10월 09일,1979.04,1982.09,1992.32,1979,516.87M,-0.14%
2012년 10월 08일,1981.89,1994.05,1994.05,1979.24,508.31M,-0.67%
2012년 10월 05일,1995.17,2004.62,2007.84,1991.21,681.22M,0.12%
2012년 10월 04일,1992.68,1998.73,1998.99,1983.03,596.93M,-0.17%
2012년 10월 02일,1996.03,1998.52,2003.63,1995.12,496.28M,-0.01%
2012년 09월 28일,1996.21,2000.01,2000.01,1988.41,678.17M,0.38%
2012년 09월 27일,1988.7,1969.65,1991.26,1969.6,693.72M,0.42%
2012년 09월 26일,1980.44,1973.11,1986.28,1968.85,1.21B,-0.55%
2012년 09월 25일,1991.41,1994.08,2004.26,1988.88,528.99M,-0.60%
2012년 09월 24일,2003.44,1996.42,2005.45,1977.7,482.97M,0.05%
2012년 09월 21일,2002.37,2000.05,2005.11,1991.56,649.20M,0.60%
2012년 09월 20일,1990.33,1997.65,2004.54,1987.94,618.39M,-0.87%
2012년 09월 19일,2007.88,2000.2,2012.74,1993.91,959.92M,0.15%
2012년 09월 18일,2004.96,1998.3,2005.73,1995.83,855.27M,0.13%
2012년 09월 17일,2002.35,2005.54,2011.5,1997.79,881.69M,-0.26%
2012년 09월 14일,2007.58,1994.42,2008.97,1991.13,1.02B,2.92%
2012년 09월 13일,1950.69,1948.27,1955.03,1938.74,983.08M,0.03%
2012년 09월 12일,1950.03,1931.44,1953.03,1927.75,708.40M,1.56%
2012년 09월 11일,1920,1920.46,1923.09,1912.47,718.73M,-0.24%
2012년 09월 10일,1924.7,1934.63,1937.85,1924.7,620.84M,-0.25%
2012년 09월 07일,1929.58,1918.36,1929.58,1915.56,597.68M,2.57%
2012년 09월 06일,1881.24,1881.54,1888.18,1873.49,752.89M,0.38%
2012년 09월 05일,1874.03,1894.7,1894.7,1874.03,624.14M,-1.74%
2012년 09월 04일,1907.13,1911.47,1916.16,1906.22,881.54M,-0.29%
2012년 09월 03일,1912.71,1909.06,1921.84,1885.03,597.14M,0.40%
2012년 08월 31일,1905.12,1897.16,1912.24,1896.84,659.11M,-0.07%
2012년 08월 30일,1906.38,1922.82,1922.82,1897.07,747.76M,-1.15%
2012년 08월 29일,1928.54,1920.49,1931,1914.82,592.39M,0.64%
2012년 08월 28일,1916.33,1922.02,1925.7,1910.58,611.92M,-0.08%
2012년 08월 27일,1917.87,1909.02,1925.15,1907.5,572.93M,-0.10%
2012년 08월 24일,1919.81,1921.08,1927.1,1913.75,631.35M,-1.17%
2012년 08월 23일,1942.54,1934.56,1942.97,1924.5,604.39M,0.38%
2012년 08월 22일,1935.19,1939.6,1947.43,1917.48,422.80M,-0.41%
2012년 08월 21일,1943.22,1954.51,1961.07,1942.61,407.53M,-0.16%
2012년 08월 20일,1946.31,1944.67,1949.89,1938.25,357.94M,-0.01%
2012년 08월 17일,1946.54,1964.07,1964.07,1941.79,372.45M,-0.58%
2012년 08월 16일,1957.91,1956.35,1959.92,1947.26,430.51M,0.05%
2012년 08월 14일,1956.96,1942.61,1957.15,1939.45,341.11M,1.27%
2012년 08월 13일,1932.44,1945.33,1946.2,1932.4,352.65M,-0.72%
2012년 08월 10일,1946.4,1937.89,1948.05,1933.93,326.53M,0.30%
2012년 08월 09일,1940.59,1907.13,1947.08,1907.13,495.27M,1.96%
2012년 08월 08일,1903.23,1896.58,1919.61,1896.56,485.57M,0.87%
2012년 08월 07일,1886.8,1883.82,1891.6,1881.66,325.27M,0.05%
2012년 08월 06일,1885.88,1883.62,1894.92,1881.86,245.57M,2.01%
2012년 08월 03일,1848.68,1846.58,1864.13,1843.87,257.94M,-1.11%
2012년 08월 02일,1869.4,1883.68,1885.89,1864.86,270.46M,-0.56%
2012년 08월 01일,1879.93,1870.58,1886.32,1867.28,291.30M,-0.11%
2012년 07월 31일,1881.99,1845.46,1896.83,1842.51,359.15M,2.07%
2012년 07월 30일,1843.79,1847.01,1850.27,1841.4,337.20M,0.80%
2012년 07월 27일,1829.16,1812.98,1829.16,1805.92,397.61M,2.62%
2012년 07월 26일,1782.47,1778.01,1787.2,1766.81,409.56M,0.74%
2012년 07월 25일,1769.31,1760.22,1785.84,1758.99,468.02M,-1.37%
2012년 07월 24일,1793.93,1784.47,1796.02,1781.6,490.62M,0.25%
2012년 07월 23일,1789.44,1799.24,1799.24,1780.01,502.13M,-1.84%
2012년 07월 20일,1822.93,1823.95,1830.26,1818.84,412.10M,-0.00%
2012년 07월 19일,1822.96,1820.84,1830.09,1815.71,488.68M,1.56%
2012년 07월 18일,1794.91,1821.28,1827.95,1790.36,454.66M,-1.48%
2012년 07월 17일,1821.96,1808.63,1835.64,1802.07,412.61M,0.23%
2012년 07월 16일,1817.79,1820.34,1821.84,1807.11,268.35M,0.27%
2012년 07월 13일,1812.89,1790.98,1820.66,1773.67,348.54M,1.54%
2012년 07월 12일,1785.39,1827.82,1830.77,1785.32,320.83M,-2.24%
2012년 07월 11일,1826.39,1825.53,1827.6,1813.79,336.69M,-0.17%
2012년 07월 10일,1829.45,1843.77,1845.94,1823.79,368.86M,-0.36%
2012년 07월 09일,1836.13,1840.3,1844.32,1833.11,282.04M,-1.19%
2012년 07월 06일,1858.2,1877.74,1880.36,1850.1,340.65M,-0.92%
2012년 07월 05일,1875.49,1870.53,1878.13,1866.91,324.18M,0.06%
2012년 07월 04일,1874.45,1875.52,1881.68,1871.84,336.14M,0.35%
2012년 07월 03일,1867.82,1858.7,1871.08,1858.44,348.20M,0.87%
2012년 07월 02일,1851.65,1864.73,1865.93,1851.28,273.63M,-0.13%
2012년 06월 29일,1854.01,1808.61,1854.01,1801.63,320.63M,1.91%
2012년 06월 28일,1819.18,1826.37,1827.35,1806.08,309.66M,0.08%
2012년 06월 27일,1817.65,1815.7,1821.47,1795.16,319.48M,-0.01%
2012년 06월 26일,1817.81,1818.51,1826.66,1814.46,313.27M,-0.41%
2012년 06월 25일,1825.38,1842.76,1842.76,1813.41,291.24M,-1.19%
2012년 06월 22일,1847.39,1861.44,1863.57,1843.57,300.71M,-2.21%
2012년 06월 21일,1889.15,1895.51,1900.44,1879.65,390.17M,-0.79%
2012년 06월 20일,1904.12,1908.19,1908.19,1895.27,367.74M,0.65%
2012년 06월 19일,1891.77,1885.56,1895.32,1883.56,380.91M,0.00%
2012년 06월 18일,1891.71,1892.91,1901.11,1887.05,376.28M,1.81%
2012년 06월 15일,1858.16,1871.48,1871.48,1847.19,452.51M,-0.71%
2012년 06월 14일,1871.48,1856.57,1871.48,1855.06,426.64M,0.65%
2012년 06월 13일,1859.32,1867.45,1867.45,1849.71,558.26M,0.25%
2012년 06월 12일,1854.74,1840.56,1857.93,1840.1,421.37M,-0.66%
2012년 06월 11일,1867.04,1860.9,1869.33,1859.74,382.22M,1.71%
2012년 06월 08일,1835.64,1854,1854.59,1832.83,379.83M,-0.67%
2012년 06월 07일,1847.95,1839.49,1853.2,1839.49,403.44M,2.56%
2012년 06월 05일,1801.85,1799.88,1806.11,1791.84,338.83M,1.05%
2012년 06월 04일,1783.13,1782.58,1794.02,1776.85,395.06M,-2.80%
2012년 06월 01일,1834.51,1832.08,1842,1821.98,334.42M,-0.49%
2012년 05월 31일,1843.47,1819.99,1843.49,1813.01,447.95M,-0.08%
2012년 05월 30일,1844.86,1846.12,1846.6,1828.83,417.04M,-0.27%
2012년 05월 29일,1849.91,1821.63,1851.94,1817.9,328.00M,1.41%
2012년 05월 25일,1824.17,1818.62,1831.78,1815.54,386.49M,0.53%
2012년 05월 24일,1814.47,1807.07,1816.98,1800.74,407.90M,0.32%
2012년 05월 23일,1808.62,1815.33,1815.33,1796.5,447.56M,-1.10%
2012년 05월 22일,1828.69,1825.82,1831.06,1813.53,428.37M,1.64%
2012년 05월 21일,1799.13,1801.48,1804.48,1788.33,414.13M,0.94%
2012년 05월 18일,1782.46,1813.79,1813.79,1779.47,547.77M,-3.40%
2012년 05월 17일,1845.24,1842.83,1856.34,1833.08,444.29M,0.26%
2012년 05월 16일,1840.53,1886.69,1889.29,1840.23,426.18M,-3.08%
2012년 05월 15일,1898.96,1897.74,1904.99,1881.8,524.60M,-0.77%
2012년 05월 14일,1913.73,1917.26,1921.65,1900.43,399.00M,-0.18%
2012년 05월 11일,1917.13,1939,1939,1915.69,535.93M,-1.43%
2012년 05월 10일,1944.93,1944.8,1951.51,1937.14,425.06M,-0.27%
2012년 05월 09일,1950.29,1958.31,1962.04,1945.31,468.02M,-0.85%
2012년 05월 08일,1967.01,1967.28,1969.64,1961.44,492.69M,0.54%
2012년 05월 07일,1956.44,1956.06,1960.51,1952.42,533.66M,-1.64%
2012년 05월 04일,1989.15,1987.03,1992.1,1981.58,608.82M,-0.30%
2012년 05월 03일,1995.11,1995.78,1998.9,1990.45,685.81M,-0.20%
2012년 05월 02일,1999.07,1994.17,2001.11,1989.55,653.04M,0.86%
2012년 04월 30일,1981.99,1989.52,1991.12,1975.46,837.87M,0.34%
2012년 04월 27일,1975.35,1972.05,1983.26,1967.84,484.70M,0.58%
2012년 04월 26일,1964.04,1976.82,1979.43,1955.05,607.42M,0.10%
2012년 04월 25일,1961.98,1980.51,1980.51,1961.97,681.75M,-0.07%
2012년 04월 24일,1963.42,1956.75,1972.24,1954.01,630.80M,-0.47%
2012년 04월 23일,1972.63,1971.39,1980.94,1964.12,585.16M,-0.10%
2012년 04월 20일,1974.65,1988.22,1988.22,1970.54,518.73M,-1.26%
2012년 04월 19일,1999.86,2000.4,2008.82,1994.61,412.12M,-0.23%
2012년 04월 18일,2004.53,2014.23,2014.95,2001.59,382.94M,0.97%
2012년 04월 17일,1985.3,1995.33,1999.5,1982.44,445.68M,-0.37%
2012년 04월 16일,1992.63,1985.28,1998.35,1982.93,452.52M,-0.81%
2012년 04월 13일,2008.91,2001.71,2011.37,1996.23,495.29M,1.12%
2012년 04월 12일,1986.63,1985.16,1986.63,1969.09,391.51M,-0.39%
2012년 04월 10일,1994.41,2000.77,2011.27,1990.13,543.74M,-0.13%
2012년 04월 09일,1997.08,2008.03,2009.36,1995.8,466.75M,-1.57%
2012년 04월 06일,2029.03,2026.32,2033.49,2022.81,536.31M,0.01%
2012년 04월 05일,2028.77,2006.27,2030.69,1997.12,549.31M,0.50%
2012년 04월 04일,2018.61,2046.9,2048.11,2015.57,621.54M,-1.50%
2012년 04월 03일,2049.28,2040.81,2051.8,2038.52,593.28M,0.99%
2012년 04월 02일,2029.29,2022.42,2031.79,2015.72,409.92M,0.76%
2012년 03월 30일,2014.04,2011.5,2018.09,2002.61,449.87M,-0.02%
2012년 03월 29일,2014.41,2019.41,2025.23,2004.94,470.32M,-0.85%
2012년 03월 28일,2031.74,2034.35,2038.45,2028.11,533.80M,-0.39%
2012년 03월 27일,2039.76,2042.47,2043.75,2028.39,606.41M,1.02%
2012년 03월 26일,2019.19,2035.17,2041.05,2012.86,436.98M,-0.38%
2012년 03월 23일,2026.83,2015.07,2029.77,2013.72,506.77M,0.04%
2012년 03월 22일,2026.12,2026.75,2031.42,2017.93,541.73M,-0.05%
2012년 03월 21일,2027.23,2031.58,2039.8,2022.97,517.07M,-0.73%
