연도,미국 환율,미국 증감값,미국 증감률,중국 환율,중국 증감값,중국 증감률
20130514,1109.1,-6,-0.54,181.34,1.81,1.01
20130515,1112.9,3.8,0.34,180.6,-0.74,-0.41
20130516,1114,1.1,0.1,181.19,0.59,0.33
20130520,1119.2,5.2,0.47,181.45,0.26,0.14
20130521,1114.8,-4.4,-0.39,182.13,0.68,0.37
20130522,1112.4,-2.4,-0.22,181.38,-0.75,-0.41
20130523,1122.8,10.4,0.93,181.44,0.06,0.03
20130524,1127.6,4.8,0.43,183.19,1.75,0.96
20130527,1128.7,1.1,0.1,183.97,0.78,0.43
20130528,1123.5,-5.2,-0.46,183.81,-0.16,-0.09
20130529,1132.3,8.8,0.78,183.86,0.05,0.03
20130530,1128.5,-3.8,-0.34,184.6,0.74,0.4
20130531,1123.9,-4.6,-0.41,184.03,-0.57,-0.31
20130603,1128.9,5,0.44,183.64,-0.39,-0.21
20130604,1120.4,-8.5,-0.75,183.98,0.34,0.19
20130605,1124.8,4.4,0.39,183.04,-0.94,-0.51
20130607,1110.7,-14.1,-1.25,182.39,-0.65,-0.36
20130610,1119.5,8.8,0.79,181.2,-1.19,-0.65
20130611,1130,10.5,0.94,183.19,1.99,1.1
20130612,1129.5,-0.5,-0.04,184.84,1.65,0.9
20130613,1132.2,2.7,0.24,184.43,-0.41,-0.22
20130614,1127.2,-5,-0.44,184.99,0.56,0.3
20130617,1128.1,0.9,0.08,184.02,-0.97,-0.52
20130618,1128.7,0.6,0.05,184.16,0.14,0.08
20130619,1134.9,6.2,0.55,184.37,0.21,0.11
20130620,1142.4,7.5,0.66,184.92,0.55,0.3
20130621,1158.8,16.4,1.44,186.78,1.86,1.01
20130624,1156,-2.8,-0.24,188.41,1.63,0.87
20130625,1156.8,0.8,0.07,188.3,-0.11,-0.06
20130626,1154.8,-2,-0.17,188.62,0.32,0.17
20130627,1151.2,-3.6,-0.31,187.64,-0.98,-0.52
20130628,1144.7,-6.5,-0.56,186.97,-0.67,-0.36
20130701,1142,-2.7,-0.24,186.6,-0.37,-0.2
20130702,1130.6,-11.4,-1,185.38,-1.22,-0.65
20130703,1138.7,8.1,0.72,184.72,-0.66,-0.36
20130704,1140.5,1.8,0.16,186.04,1.32,0.71
20130705,1140.5,0,0,186.13,0.09,0.05
20130708,1149.2,8.7,0.76,186.17,0.04,0.02
20130709,1147.3,-1.9,-0.17,187.71,1.54,0.83
20130710,1142.5,-4.8,-0.42,186.75,-0.96,-0.51
20130711,1126,-16.5,-1.44,185.65,-1.1,-0.59
20130712,1123.7,-2.3,-0.2,183.35,-2.3,-1.24
20130715,1124.7,1,0.09,182.86,-0.49,-0.27
20130716,1118.7,-6,-0.53,182.91,0.05,0.03
20130717,1116.6,-2.1,-0.19,182.4,-0.51,-0.28
20130718,1118.1,1.5,0.13,182.24,-0.16,-0.09
20130719,1125.7,7.6,0.68,182.75,0.51,0.28
20130722,1118.4,-7.3,-0.65,183.04,0.29,0.16
20130723,1116.7,-1.7,-0.15,182.14,-0.9,-0.49
20130724,1113.3,-3.4,-0.3,181.92,-0.22,-0.12
20130725,1118.2,4.9,0.44,181.57,-0.35,-0.19
20130726,1112.7,-5.5,-0.49,182.13,0.56,0.31
20130729,1109.5,-3.2,-0.29,181.31,-0.82,-0.45
20130730,1112.6,3.1,0.28,180.91,-0.4,-0.22
20130731,1116.4,3.8,0.34,181.61,0.7,0.39
20130801,1121.7,5.3,0.47,182.68,1.07,0.59
20130802,1125.5,3.8,0.34,182.92,0.24,0.13
20130805,1118,-7.5,-0.67,183.61,0.69,0.38
20130806,1114.1,-3.9,-0.35,182.26,-1.35,-0.74
20130807,1116.2,2.1,0.19,182.01,-0.25,-0.14
20130808,1113.5,-2.7,-0.24,182.59,0.58,0.32
20130809,1111,-2.5,-0.22,181.92,-0.67,-0.37
20130812,1111.5,0.5,0.05,181.61,-0.31,-0.17
20130813,1117.5,6,0.54,181.79,0.18,0.1
20130814,1118.7,1.2,0.11,182.38,0.59,0.32
20130816,1117,-1.7,-0.15,183.15,0.77,0.42
20130819,1113,-4,-0.36,182.34,-0.81,-0.44
20130820,1120.5,7.5,0.67,181.89,-0.45,-0.25
20130821,1117.5,-3,-0.27,183.18,1.29,0.71
20130822,1125.6,8.1,0.72,182.59,-0.59,-0.32
20130823,1118.8,-6.8,-0.6,183.68,1.09,0.6
20130826,1112.7,-6.1,-0.55,182.68,-1,-0.54
20130827,1114.5,1.8,0.16,181.83,-0.85,-0.47
20130828,1118.3,3.8,0.34,182.27,0.44,0.24
20130829,1113,-5.3,-0.47,182.51,0.24,0.13
20130830,1109.6,-3.4,-0.31,181.51,-1,-0.55
20130902,1106.8,-2.8,-0.25,181.32,-0.19,-0.1
20130903,1095.9,-10.9,-0.98,180.42,-0.9,-0.5
20130904,1100.7,4.8,0.44,179.05,-1.37,-0.76
20130905,1092.5,-8.2,-0.74,179.7,0.65,0.36
20130906,1096.4,3.9,0.36,178.73,-0.97,-0.54
20130909,1088,-8.4,-0.77,178.97,0.24,0.13
20130910,1083.3,-4.7,-0.43,177.78,-1.19,-0.66
20130911,1084.3,1,0.09,177.27,-0.51,-0.29
20130912,1082.7,-1.6,-0.15,177.67,0.4,0.23
20130913,1083.3,0.6,0.06,177.05,-0.62,-0.35
20130916,1081.7,-1.6,-0.15,177.37,0.32,0.18
20130917,1084.8,3.1,0.29,176.82,-0.55,-0.31
20130923,1076.6,-8.2,-0.76,177.29,0.47,0.27
20130924,1075.9,-0.7,-0.07,175.77,-1.52,-0.86
20130925,1076.4,0.5,0.05,175.61,-0.16,-0.09
20130926,1074.1,-2.3,-0.21,175.95,0.34,0.19
20130927,1076.8,2.7,0.25,175.52,-0.43,-0.24
20130930,1076.4,-0.4,-0.04,175.75,0.23,0.13
20131001,1075.6,-0.8,-0.07,175.64,-0.11,-0.06
20131002,1074.8,-0.8,-0.07,175.53,-0.11,-0.06
20131004,1071.4,-3.4,-0.32,175.55,0.02,0.01
20131007,1070.5,-0.9,-0.08,175.06,-0.49,-0.28
20131008,1072.8,2.3,0.21,174.88,-0.18,-0.1
20131010,1076.1,3.3,0.31,175.39,0.51,0.29
20131011,1069.5,-6.6,-0.61,175.89,0.5,0.29
20131014,1071.9,2.4,0.22,174.9,-0.99,-0.56
20131015,1069.1,-2.8,-0.26,175.56,0.66,0.38
20131016,1067.5,-1.6,-0.15,174.99,-0.57,-0.32
20131017,1065.1,-2.4,-0.22,174.94,-0.05,-0.03
20131018,1062.1,-3,-0.28,174.54,-0.4,-0.23
20131021,1061.8,-0.3,-0.03,174.09,-0.45,-0.26
20131022,1062.9,1.1,0.1,174.31,0.22,0.13
20131023,1056.4,-6.5,-0.61,174.26,-0.05,-0.03
20131024,1055.2,-1.2,-0.11,173.67,-0.59,-0.34
20131025,1063.1,7.9,0.75,173.82,0.15,0.09
20131028,1061.8,-1.3,-0.12,174.61,0.79,0.45
20131029,1061.4,-0.4,-0.04,174.41,-0.2,-0.11
20131030,1062.5,1.1,0.1,174.2,-0.21,-0.12
20131031,1060,-2.5,-0.24,174.18,-0.02,-0.01
20131101,1064,4,0.38,173.91,-0.27,-0.16
20131104,1061.6,-2.4,-0.23,174.21,0.3,0.17
20131105,1061.9,0.3,0.03,174.14,-0.07,-0.04
20131106,1062.2,0.3,0.03,174.19,0.05,0.03
20131107,1060.2,-2,-0.19,174.31,0.12,0.07
20131108,1063.4,3.2,0.3,174.15,-0.16,-0.09
20131111,1066.6,3.2,0.3,174.61,0.46,0.26
20131112,1070.2,3.6,0.34,175.41,0.8,0.46
20131113,1072.4,2.2,0.21,175.79,0.38,0.22
20131114,1066.6,-5.8,-0.54,176.09,0.3,0.17
20131115,1067.3,0.7,0.07,175.19,-0.9,-0.51
20131118,1061.4,-5.9,-0.55,175.09,-0.1,-0.06
20131119,1056,-5.4,-0.51,174.11,-0.98,-0.56
20131120,1055.7,-0.3,-0.03,173.28,-0.83,-0.48
20131121,1060.6,4.9,0.46,173.37,0.09,0.05
20131122,1062.3,1.7,0.16,174.28,0.91,0.52
20131125,1058.6,-3.7,-0.35,174.21,-0.07,-0.04
20131126,1059.5,0.9,0.09,174.08,-0.13,-0.07
20131127,1060.2,0.7,0.07,174.03,-0.05,-0.03
20131128,1063.2,3,0.28,174.13,0.1,0.06
20131129,1059.4,-3.8,-0.36,174.33,0.2,0.11
20131202,1058.1,-1.3,-0.12,173.78,-0.55,-0.32
20131203,1060.5,2.4,0.23,173.59,-0.19,-0.11
20131204,1061.7,1.2,0.11,174.2,0.61,0.35
20131205,1061.1,-0.6,-0.06,174.21,0.01,0.01
20131206,1058.1,-3,-0.28,174.13,-0.08,-0.05
20131209,1052.7,-5.4,-0.51,174,-0.13,-0.07
20131210,1052.4,-0.3,-0.03,173.43,-0.57,-0.33
20131211,1051.3,-1.1,-0.1,173.37,-0.06,-0.03
20131212,1053.2,1.9,0.18,173.25,-0.12,-0.07
20131213,1052.8,-0.4,-0.04,173.52,0.27,0.16
20131216,1053.8,1,0.09,173.46,-0.06,-0.03
20131217,1051.6,-2.2,-0.21,173.37,-0.09,-0.05
20131218,1052.2,0.6,0.06,173.2,-0.17,-0.1
20131219,1053.9,1.7,0.16,173.28,0.08,0.05
20131220,1062.7,8.8,0.83,174.28,1,0.58
20131223,1061.8,-0.9,-0.08,174.9,0.62,0.36
20131224,1060.9,-0.9,-0.08,174.79,-0.11,-0.06
20131226,1060.1,-0.8,-0.08,174.65,-0.14,-0.08
20131227,1057.9,-2.2,-0.21,174.4,-0.25,-0.14
20131230,1055.5,-2.4,-0.23,173.94,-0.46,-0.26
20131231,1055.3,-0.2,-0.02,174.09,0.15,0.09
20140102,1050.8,-4.5,-0.43,174.32,0.23,0.13
20140103,1052.1,1.3,0.12,173.6,-0.72,-0.41
20140106,1057.3,5.2,0.49,174.19,0.59,0.34
20140107,1064.7,7.4,0.7,175.49,1.3,0.75
20140108,1067.2,2.5,0.23,176.48,0.99,0.56
20140109,1066.5,-0.7,-0.07,176.16,-0.32,-0.18
20140110,1064.3,-2.2,-0.21,175.85,-0.31,-0.18
20140113,1056.3,-8,-0.75,175.61,-0.24,-0.14
20140114,1057.2,0.9,0.09,174.82,-0.79,-0.45
20140115,1061.8,4.6,0.44,175.2,0.38,0.22
20140116,1064.7,2.9,0.27,175.74,0.54,0.31
20140117,1060.9,-3.8,-0.36,175.73,-0.01,-0.01
20140120,1065,4.1,0.39,175.36,-0.37,-0.21
20140121,1064,-1,-0.09,175.77,0.41,0.23
20140122,1069.3,5.3,0.5,175.88,0.11,0.06
20140123,1072.3,3,0.28,176.56,0.68,0.39
20140124,1076.9,4.6,0.43,177.12,0.56,0.32
20140127,1086.8,9.9,0.92,178.08,0.96,0.54
20140128,1078.1,-8.7,-0.8,179.25,1.17,0.66
20140129,1071.2,-6.9,-0.64,178.36,-0.89,-0.5
20140203,1079.4,8.2,0.77,176.72,-1.64,-0.92
20140204,1089,9.6,0.89,178.55,1.83,1.04
20140205,1077,-12,-1.1,179.2,0.65,0.36
20140206,1075.4,-1.6,-0.15,178.11,-1.09,-0.61
20140207,1074.1,-1.3,-0.12,177.6,-0.51,-0.29
20140210,1072.4,-1.7,-0.16,177.31,-0.29,-0.16
20140211,1072.2,-0.2,-0.02,176.9,-0.41,-0.23
20140212,1066.4,-5.8,-0.54,176.88,-0.02,-0.01
20140213,1062.2,-4.2,-0.39,175.62,-1.26,-0.71
20140214,1061,-1.2,-0.11,175.46,-0.16,-0.09
20140217,1059.1,-1.9,-0.18,175.03,-0.43,-0.25
20140218,1062.3,3.2,0.3,174.88,-0.15,-0.09
20140219,1067.1,4.8,0.45,175.38,0.5,0.29
20140220,1071.7,4.6,0.43,175.61,0.23,0.13
20140221,1072,0.3,0.03,176.2,0.59,0.34
20140224,1077.4,5.4,0.5,176.16,-0.04,-0.02
20140225,1070.7,-6.7,-0.62,176.49,0.33,0.19
20140226,1073.7,3,0.28,174.8,-1.69,-0.96
20140227,1070.1,-3.6,-0.34,174.68,-0.12,-0.07
20140228,1064.4,-5.7,-0.53,174.22,-0.46,-0.26
20140303,1074.3,9.9,0.93,173.51,-0.71,-0.41
20140304,1070.4,-3.9,-0.36,174.4,0.89,0.51
20140305,1068.4,-2,-0.19,174.49,0.09,0.05
20140306,1071.3,2.9,0.27,174.7,0.21,0.12
20140307,1062.5,-8.8,-0.82,174.45,-0.25,-0.14
20140310,1064.2,1.7,0.16,173.46,-0.99,-0.57
20140311,1066.1,1.9,0.18,173.64,0.18,0.1
20140312,1068.6,2.5,0.23,173.41,-0.23,-0.13
20140313,1068,-0.6,-0.06,173.99,0.58,0.33
20140314,1072.7,4.7,0.44,173.95,-0.04,-0.02
20140317,1072.7,0,0,174.3,0.35,0.2
20140318,1066.3,-6.4,-0.6,173.17,-1.13,-0.65
20140319,1069.3,3,0.28,172.46,-0.71,-0.41
20140320,1074.8,5.5,0.51,172.82,0.36,0.21
20140321,1079.6,4.8,0.45,172.67,-0.15,-0.09
20140324,1079.7,0.1,0.01,173.54,0.87,0.5
20140325,1077.5,-2.2,-0.2,174.26,0.72,0.41
20140326,1074.8,-2.7,-0.25,173.86,-0.4,-0.23
20140327,1074.3,-0.5,-0.05,173.12,-0.74,-0.43
20140328,1068.8,-5.5,-0.51,172.67,-0.45,-0.26
20140331,1066.6,-2.2,-0.21,172.05,-0.62,-0.36
20140401,1061.2,-5.4,-0.51,171.48,-0.57,-0.33
20140402,1057.1,-4.1,-0.39,170.86,-0.62,-0.36
20140403,1058.4,1.3,0.12,170.33,-0.53,-0.31
20140404,1057.2,-1.2,-0.11,170.37,0.04,0.02
20140407,1052.9,-4.3,-0.41,170,-0.37,-0.22
20140408,1054.2,1.3,0.12,169.57,-0.43,-0.25
20140409,1046.3,-7.9,-0.75,170.02,0.45,0.27
20140410,1034,-12.3,-1.18,168.24,-1.78,-1.05
20140411,1041.7,7.7,0.74,166.76,-1.48,-0.88
20140414,1040.3,-1.4,-0.13,167.03,0.27,0.16
20140415,1039.6,-0.7,-0.07,167.05,0.02,0.01
20140416,1043.6,4,0.38,167.34,0.29,0.17
20140417,1034.8,-8.8,-0.84,167.37,0.03,0.02
20140418,1037.2,2.4,0.23,166.76,-0.61,-0.36
20140421,1037.6,0.4,0.04,166.64,-0.12,-0.07
20140422,1038.5,0.9,0.09,166.67,0.03,0.02
20140423,1039.4,0.9,0.09,166.67,0,0
20140424,1039.2,-0.2,-0.02,166.65,-0.02,-0.01
20140425,1038,-1.2,-0.12,166.16,-0.49,-0.29
20140428,1037.6,-0.4,-0.04,166.13,-0.03,-0.02
20140429,1032.1,-5.5,-0.53,165.86,-0.27,-0.16
20140430,1031.4,-0.7,-0.07,164.86,-1,-0.6
20140502,1031.1,-0.3,-0.03,164.91,0.05,0.03
20140507,1026.8,-4.3,-0.42,165.63,0.72,0.44
20140508,1024.5,-2.3,-0.22,164.51,-1.12,-0.68
20140509,1023.5,-1,-0.1,164.34,-0.17,-0.1
20140512,1025.4,1.9,0.19,164.27,-0.07,-0.04
20140513,1022.7,-2.7,-0.26,164.33,0.06,0.04
20140514,1022.3,-0.4,-0.04,164.21,-0.12,-0.07
20140515,1027.1,4.8,0.47,164.49,0.28,0.17
20140516,1026.8,-0.3,-0.03,164.75,0.26,0.16
20140519,1023.4,-3.4,-0.33,164.56,-0.19,-0.12
20140520,1022.4,-1,-0.1,163.96,-0.6,-0.36
20140521,1025.4,3,0.29,164.17,0.21,0.13
20140522,1025.8,0.4,0.04,164.7,0.53,0.32
20140523,1024.7,-1.1,-0.11,164.43,-0.27,-0.16
20140526,1024.4,-0.3,-0.03,164.24,-0.19,-0.12
20140527,1023.7,-0.7,-0.07,164.1,-0.14,-0.09
20140528,1023.7,0,0,163.77,-0.33,-0.2
20140529,1021.9,-1.8,-0.18,163.51,-0.26,-0.16
20140530,1020.3,-1.6,-0.16,163.77,0.26,0.16
20140602,1022.2,1.9,0.19,163.32,-0.45,-0.27
20140603,1024.9,2.7,0.26,163.83,0.51,0.31
20140605,1025,0.1,0.01,163.88,0.05,0.03
20140609,1017.5,-7.5,-0.73,163.6,-0.28,-0.17
20140610,1015.8,-1.7,-0.17,163.04,-0.56,-0.34
20140611,1016.6,0.8,0.08,163.31,0.27,0.17
20140612,1017.4,0.8,0.08,163.21,-0.1,-0.06
20140613,1018.3,0.9,0.09,163.62,0.41,0.25
20140616,1018.9,0.6,0.06,163.94,0.32,0.2
20140617,1021.8,2.9,0.28,163.72,-0.22,-0.13
20140618,1022.9,1.1,0.11,164.15,0.43,0.26
20140619,1017.8,-5.1,-0.5,164.18,0.03,0.02
20140620,1020.4,2.6,0.26,163.47,-0.71,-0.43
20140623,1019.5,-0.9,-0.09,163.8,0.33,0.2
20140624,1017.6,-1.9,-0.19,163.59,-0.21,-0.13
20140625,1020.7,3.1,0.3,163.37,-0.22,-0.13
20140626,1017.9,-2.8,-0.27,163.71,0.34,0.21
20140627,1016,-1.9,-0.19,163.4,-0.31,-0.19
20140630,1013.7,-2.3,-0.23,163.13,-0.27,-0.17
20140701,1012.1,-1.6,-0.16,163.14,0.01,0.01
20140702,1010.3,-1.8,-0.18,163.19,0.05,0.03
20140703,1009.8,-0.5,-0.05,162.59,-0.6,-0.37
20140704,1009.1,-0.7,-0.07,162.52,-0.07,-0.04
20140707,1009.6,0.5,0.05,162.62,0.1,0.06
20140708,1010.9,1.3,0.13,162.79,0.17,0.1
20140709,1012.3,1.4,0.14,163.06,0.27,0.17
20140710,1010.9,-1.4,-0.14,163.26,0.2,0.12
20140711,1015.8,4.9,0.48,163.14,-0.12,-0.07
20140714,1018.5,2.7,0.27,164.1,0.96,0.59
20140715,1019.5,1,0.1,164.11,0.01,0.01
20140716,1033.2,13.7,1.34,164.9,0.79,0.48
20140717,1027.1,-6.1,-0.59,166.46,1.56,0.95
20140718,1031.5,4.4,0.43,165.96,-0.5,-0.3
20140721,1027.4,-4.1,-0.4,166.22,0.26,0.16
20140722,1025.8,-1.6,-0.16,165.48,-0.74,-0.45
20140723,1023,-2.8,-0.27,165.18,-0.3,-0.18
20140724,1025.2,2.2,0.22,165,-0.18,-0.11
20140725,1032.1,6.9,0.67,165.95,0.95,0.58
20140728,1024.8,-7.3,-0.71,166.26,0.31,0.19
20140729,1024.1,-0.7,-0.07,165.69,-0.57,-0.34
20140730,1025.9,1.8,0.18,165.8,0.11,0.07
20140731,1025.6,-0.3,-0.03,165.97,0.17,0.1
20140801,1031.1,5.5,0.54,166.21,0.24,0.14
20140804,1030.6,-0.5,-0.05,167.27,1.06,0.64
20140805,1031.9,1.3,0.13,166.98,-0.29,-0.17
20140806,1034.4,2.5,0.24,167.05,0.07,0.04
20140807,1031.4,-3,-0.29,167.82,0.77,0.46
20140808,1036.5,5.1,0.49,167.87,0.05,0.03
20140811,1029.7,-6.8,-0.66,168.51,0.64,0.38
20140812,1029.2,-0.5,-0.05,167.48,-1.03,-0.61
20140813,1027.3,-1.9,-0.18,166.99,-0.49,-0.29
20140814,1029.4,2.1,0.2,167.07,0.08,0.05
20140818,1017.7,-11.7,-1.14,166.72,-0.35,-0.21
20140819,1019.2,1.5,0.15,165.67,-1.05,-0.63
20140820,1019.6,0.4,0.04,165.76,0.09,0.05
20140821,1024.2,4.6,0.45,166.27,0.51,0.31
20140822,1020.8,-3.4,-0.33,166.45,0.18,0.11
20140825,1021.3,0.5,0.05,165.73,-0.72,-0.43
20140826,1018.7,-2.6,-0.25,165.83,0.1,0.06
20140827,1015.2,-3.5,-0.34,165.46,-0.37,-0.22
20140828,1013.7,-1.5,-0.15,165.16,-0.3,-0.18
20140829,1016,2.3,0.23,165.01,-0.15,-0.09
20140901,1015.4,-0.6,-0.06,165.2,0.19,0.12
20140902,1012.7,-2.7,-0.27,165.14,-0.06,-0.04
20140903,1017.3,4.6,0.45,165.19,0.05,0.03
20140904,1018.1,0.8,0.08,165.92,0.73,0.44
20140905,1024.8,6.7,0.66,165.84,-0.08,-0.05
20140911,1032.7,7.9,0.77,167.16,1.32,0.8
20140912,1037.4,4.7,0.46,168.74,1.58,0.95
20140915,1040,2.6,0.25,169.2,0.46,0.27
20140916,1036,-4,-0.38,169.15,-0.05,-0.03
20140917,1033.9,-2.1,-0.2,168.43,-0.72,-0.43
20140918,1040.7,6.8,0.66,168.42,-0.01,-0.01
20140919,1042.5,1.8,0.17,169.61,1.19,0.71
20140922,1040.6,-1.9,-0.18,170.15,0.54,0.32
20140923,1043.4,2.8,0.27,169.48,-0.67,-0.39
20140924,1040.6,-2.8,-0.27,169.78,0.3,0.18
20140925,1043,2.4,0.23,169.44,-0.34,-0.2
20140926,1041.9,-1.1,-0.11,169.92,0.48,0.28
20140929,1048.6,6.7,0.64,170.18,0.26,0.15
20140930,1055.2,6.6,0.63,170.83,0.65,0.38
20141001,1058.4,3.2,0.3,171.82,0.99,0.58
20141002,1063.2,4.8,0.45,173.02,1.2,0.7
20141006,1069.7,6.5,0.61,172.85,-0.17,-0.1
20141007,1063.2,-6.5,-0.61,174.25,1.4,0.81
20141008,1070,6.8,0.64,173.73,-0.52,-0.3
20141010,1069.5,-0.5,-0.05,174.92,1.19,0.68
20141013,1071.3,1.8,0.17,174.68,-0.24,-0.14
20141014,1064.1,-7.2,-0.67,174.53,-0.15,-0.09
20141015,1067.3,3.2,0.3,173.62,-0.91,-0.52
20141016,1059.4,-7.9,-0.74,173.98,0.36,0.21
20141017,1061,1.6,0.15,173.09,-0.89,-0.51
20141020,1061,0,0,173.53,0.44,0.25
20141021,1054.8,-6.2,-0.58,173.17,-0.36,-0.21
20141022,1054.6,-0.2,-0.02,172.28,-0.89,-0.51
20141023,1054.5,-0.1,-0.01,172.22,-0.06,-0.03
20141024,1060.8,6.3,0.6,172.47,0.25,0.15
20141027,1053.1,-7.7,-0.73,173.17,0.7,0.41
20141028,1051.4,-1.7,-0.16,172.09,-1.08,-0.62
20141029,1046.3,-5.1,-0.49,171.86,-0.23,-0.13
20141030,1054.7,8.4,0.8,171.32,-0.54,-0.31
20141031,1053.9,-0.8,-0.08,172.38,1.06,0.62
20141103,1075.1,21.2,2.01,173.21,0.83,0.48
20141104,1081.3,6.2,0.58,175.72,2.51,1.45
20141105,1079.3,-2,-0.18,176.59,0.87,0.5
20141106,1086.7,7.4,0.69,176.43,-0.16,-0.09
20141107,1091.2,4.5,0.41,178.19,1.76,1
20141110,1085.2,-6,-0.55,178.43,0.24,0.13
20141111,1090.1,4.9,0.45,177.33,-1.1,-0.62
20141112,1096.7,6.6,0.61,177.96,0.63,0.36
20141113,1097.8,1.1,0.1,179.31,1.35,0.76
20141114,1100,2.2,0.2,179.19,-0.12,-0.07
20141117,1100.3,0.3,0.03,179.39,0.2,0.11
20141118,1099.9,-0.4,-0.04,179.12,-0.27,-0.15
20141119,1102.5,2.6,0.24,179.52,0.4,0.22
20141120,1109.8,7.3,0.66,180.44,0.92,0.51
20141121,1109.7,-0.1,-0.01,181.78,1.34,0.74
20141124,1109.3,-0.4,-0.04,181.37,-0.41,-0.23
20141125,1115,5.7,0.51,181.09,-0.28,-0.15
20141126,1107.4,-7.6,-0.68,181.34,0.25,0.14
20141127,1102.5,-4.9,-0.44,180.32,-1.02,-0.56
20141128,1104.1,1.6,0.15,179.36,-0.96,-0.53
20141201,1119.1,15,1.36,179.88,0.52,0.29
20141202,1106.3,-12.8,-1.14,181.44,1.56,0.87
20141203,1115.7,9.4,0.85,179.98,-1.46,-0.8
20141204,1115.3,-0.4,-0.04,181.2,1.22,0.68
20141205,1112,-3.3,-0.3,181.3,0.1,0.06
20141208,1120.7,8.7,0.78,181,-0.3,-0.17
20141209,1114,-6.7,-0.6,181.16,0.16,0.09
20141210,1104.7,-9.3,-0.83,179.71,-1.45,-0.8
20141211,1096.3,-8.4,-0.76,178.82,-0.89,-0.5
20141212,1104.7,8.4,0.77,177.44,-1.38,-0.77
20141215,1101.5,-3.2,-0.29,178.43,0.99,0.56
20141216,1096.4,-5.1,-0.46,178.18,-0.25,-0.14
20141217,1084.3,-12.1,-1.1,176.49,-1.69,-0.95
20141218,1103.8,19.5,1.8,175.58,-0.91,-0.52
20141219,1100,-3.8,-0.34,177.52,1.94,1.1
20141222,1099,-1,-0.09,177.06,-0.46,-0.26
20141223,1097.8,-1.2,-0.11,176.37,-0.69,-0.39
20141224,1104.7,6.9,0.63,176.76,0.39,0.22
20141226,1101.7,-3,-0.27,178.2,1.44,0.81
20141229,1097.9,-3.8,-0.34,176.97,-1.23,-0.69
20141230,1100,2.1,0.19,176.49,-0.48,-0.27
20141231,1099.2,-0.8,-0.07,177.23,0.74,0.42
20150102,1099.2,0,0,177.12,-0.11,-0.06
20150105,1106.5,7.3,0.66,177.66,0.54,0.3
20150106,1108.1,1.6,0.14,178.23,0.57,0.32
20150107,1094.3,-13.8,-1.25,177.68,-0.55,-0.31
20150108,1097.4,3.1,0.28,177,-0.68,-0.38
20150109,1095.2,-2.2,-0.2,176.76,-0.24,-0.14
20150112,1080.8,-14.4,-1.31,175.91,-0.85,-0.48
20150113,1085.2,4.4,0.41,174.59,-1.32,-0.75
20150114,1076.7,-8.5,-0.78,174.51,-0.08,-0.05
20150115,1084.7,8,0.74,174.29,-0.22,-0.13
20150116,1075.4,-9.3,-0.86,175.21,0.92,0.53
20150119,1083.1,7.7,0.72,173.56,-1.65,-0.94
20150120,1080.7,-2.4,-0.22,173.62,0.06,0.03
20150121,1090.4,9.7,0.9,174.51,0.89,0.51
20150122,1086.2,-4.2,-0.39,174.97,0.46,0.26
20150123,1086,-0.2,-0.02,174.8,-0.17,-0.1
20150126,1077,-9,-0.83,174.06,-0.74,-0.42
20150127,1084,7,0.65,172.58,-1.48,-0.85
20150128,1078.9,-5.1,-0.47,173.32,0.74,0.43
20150129,1086.3,7.4,0.69,173.32,0,0
20150130,1098.1,11.8,1.09,174.62,1.3,0.75
20150202,1100.2,2.1,0.19,175.34,0.72,0.41
20150203,1098.3,-1.9,-0.17,175.92,0.58,0.33
20150204,1092.7,-5.6,-0.51,175.51,-0.41,-0.23
20150205,1088.5,-4.2,-0.38,174.34,-1.17,-0.67
20150206,1086.6,-1.9,-0.17,174.21,-0.13,-0.07
20150209,1098,11.4,1.05,174.3,0.09,0.05
20150210,1093.8,-4.2,-0.38,175.61,1.31,0.75
20150211,1096.7,2.9,0.27,174.78,-0.83,-0.47
20150212,1105.1,8.4,0.77,175.71,0.93,0.53
20150213,1100.8,-4.3,-0.39,177.36,1.65,0.94
20150216,1095.6,-5.2,-0.47,176.02,-1.34,-0.76
20150217,1101.1,5.5,0.5,175.83,-0.19,-0.11
20150223,1110.2,9.1,0.83,176.06,0.23,0.13
20150224,1107.4,-2.8,-0.25,177.42,1.36,0.77
20150225,1104,-3.4,-0.31,177.23,-0.19,-0.11
20150226,1098.4,-5.6,-0.51,176.14,-1.09,-0.62
20150227,1099,0.6,0.05,175.62,-0.52,-0.3
20150302,1104.8,5.8,0.53,175.37,-0.25,-0.14
20150303,1103.3,-1.5,-0.14,175.77,0.4,0.23
20150304,1097.6,-5.7,-0.52,175.32,-0.45,-0.26
20150305,1100.1,2.5,0.23,174.86,-0.46,-0.26
20150306,1102.5,2.4,0.22,175.57,0.71,0.41
20150309,1108,5.5,0.5,175.57,0,0
20150310,1116.8,8.8,0.79,177.25,1.68,0.96
20150311,1123.7,6.9,0.62,178.78,1.53,0.86
20150312,1132.2,8.5,0.76,179.9,1.12,0.63
20150313,1124.2,-8,-0.71,180.59,0.69,0.38
20150316,1135.5,11.3,1.01,179.82,-0.77,-0.43
20150317,1129.4,-6.1,-0.54,181.06,1.24,0.69
20150318,1126.3,-3.1,-0.27,180.83,-0.23,-0.13
20150319,1111.4,-14.9,-1.32,180.85,0.02,0.01
20150320,1122.7,11.3,1.02,179.79,-1.06,-0.59
