연도,미국 환율,미국 증감값,미국 증감률,중국 환율,중국 증감값,중국 증감률
20000101,1138.25,138.35,,,,
20000104,1126.5,-11.75,-1.03,137.02,-1.33,-0.96
20000105,1125.4,-1.1,-0.1,135.97,-1.05,-0.77
20000106,1140,14.6,1.3,136.49,0.52,0.38
20000107,1153.25,13.25,1.16,137.58,1.09,0.8
20000108,1145.9,-7.35,-0.64,138.4,0.82,0.6
20000110,1134,-11.9,-1.04,138.4,0,0
20000111,1134.55,0.55,0.05,137.12,-1.28,-0.92
20000112,1150,15.45,1.36,137.36,0.24,0.18
20000113,1144.05,-5.95,-0.52,138.53,1.17,0.85
20000114,1128.75,-15.3,-1.34,137.5,-1.03,-0.74
20000115,1127.1,-1.65,-0.15,136.13,-1.37,-1
20000117,1117,-10.1,-0.9,136.13,0,0
20000118,1123.6,6.6,0.59,135.53,-0.6,-0.44
20000119,1128.65,5.05,0.45,135.81,0.28,0.21
20000120,1133.85,5.2,0.46,136.35,0.54,0.4
20000121,1130.75,-3.1,-0.27,136.75,0.4,0.29
20000122,1127.6,-3.15,-0.28,136.19,-0.56,-0.41
20000124,1127.5,-0.1,-0.01,136.19,0,0
20000125,1126.4,-1.1,-0.1,136.03,-0.16,-0.12
20000126,1126.35,-0.05,0,136,-0.03,-0.02
20000127,1127.05,0.7,0.06,136.12,0.12,0.09
20000128,1123.75,-3.3,-0.29,136.03,-0.09,-0.07
20000129,1122.1,-1.65,-0.15,135.55,-0.48,-0.35
20000131,1124,1.9,0.17,135.55,0,0
20000201,1123.5,-0.5,-0.04,135.96,0.41,0.3
20000202,1129.3,5.8,0.52,135.91,-0.05,-0.04
20000203,1129.1,-0.2,-0.02,136.64,0.73,0.54
20000207,1128.25,-0.85,-0.08,136.37,-0.27,-0.2
20000208,1131.85,3.6,0.32,136.37,0,0
20000209,1127.15,-4.7,-0.42,136.51,0.14,0.1
20000210,1121.7,-5.45,-0.48,135.95,-0.56,-0.41
20000211,1118.45,-3.25,-0.29,135.42,-0.53,-0.39
20000212,1116.8,-1.65,-0.15,134.9,-0.52,-0.38
20000214,1115.2,-1.6,-0.14,134.9,0,0
20000215,1127.75,12.55,1.13,135.26,0.36,0.27
20000216,1126.2,-1.55,-0.14,136.2,0.94,0.69
20000217,1126.2,0,0,135.94,-0.26,-0.19
20000218,1129.95,3.75,0.33,136.25,0.31,0.23
20000219,1130.2,0.25,0.02,136.54,0.29,0.21
20000221,1128,-2.2,-0.19,136.54,0,0
20000222,1134.3,6.3,0.56,136.64,0.1,0.07
20000223,1133.5,-0.8,-0.07,137.05,0.41,0.3
20000224,1138.15,4.65,0.41,136.95,-0.1,-0.07
20000225,1143.75,5.6,0.49,137.61,0.66,0.48
20000226,1141,-2.75,-0.24,137.83,0.22,0.16
20000228,1132.8,-8.2,-0.72,137.83,0,0
20000229,1132.55,-0.25,-0.02,136.71,-1.12,-0.81
20000302,1122.25,-10.3,-0.91,136.79,0.08,0.06
20000303,1120.85,-1.4,-0.12,135.61,-1.18,-0.86
20000304,1120.9,0.05,0,135.39,-0.22,-0.16
20000306,1120.75,-0.15,-0.01,135.39,0,0
20000307,1116.4,-4.35,-0.39,135.3,-0.09,-0.07
20000308,1119.25,2.85,0.26,134.98,-0.32,-0.24
20000309,1118.65,-0.6,-0.05,135.3,0.32,0.24
20000310,1119.85,1.2,0.11,135.32,0.02,0.01
20000311,1119.6,-0.25,-0.02,135.24,-0.08,-0.06
20000313,1120.7,1.1,0.1,135.24,0,0
20000314,1121.1,0.4,0.04,135.39,0.15,0.11
20000315,1118.3,-2.8,-0.25,135.31,-0.08,-0.06
20000316,1117.7,-0.6,-0.05,135.06,-0.25,-0.18
20000317,1118.05,0.35,0.03,135.01,-0.05,-0.04
20000318,1117.8,-0.25,-0.02,135.02,0.01,0.01
20000320,1118.35,0.55,0.05,135.02,0,0
20000321,1118.1,-0.25,-0.02,135.05,0.03,0.02
20000322,1114.75,-3.35,-0.3,135.03,-0.02,-0.01
20000323,1113.4,-1.35,-0.12,134.64,-0.39,-0.29
20000324,1109.4,-4,-0.36,134.32,-0.32,-0.24
20000325,1108.7,-0.7,-0.06,133.92,-0.4,-0.3
20000327,1109.6,0.9,0.08,133.92,0,0
20000328,1111.2,1.6,0.14,134.1,0.18,0.13
20000329,1112.6,1.4,0.13,134.21,0.11,0.08
20000330,1108.5,-4.1,-0.37,134.24,0.03,0.02
20000331,1107.05,-1.45,-0.13,133.87,-0.37,-0.28
20000401,1106.4,-0.65,-0.06,133.64,-0.23,-0.17
20000403,1105.1,-1.3,-0.12,133.64,0,0
20000404,1112.85,7.75,0.7,134.23,0.59,0.44
20000406,1114.2,1.35,0.12,134.45,0.22,0.16
20000407,1111.3,-2.9,-0.26,134.44,-0.01,-0.01
20000408,1109.6,-1.7,-0.15,134.02,-0.42,-0.31
20000410,1107.5,-2.1,-0.19,134.02,0,0
20000411,1109.9,2.4,0.22,133.8,-0.22,-0.16
20000412,1109.7,-0.2,-0.02,134,0.2,0.15
20000414,1109.3,-0.4,-0.04,134,0,0
20000415,1109.9,0.6,0.05,134.06,0.06,0.04
20000417,1114.85,4.95,0.45,134.06,0,0
20000418,1110.85,-4,-0.36,134.65,0.59,0.44
20000419,1109.05,-1.8,-0.16,134.13,-0.52,-0.39
20000420,1110,0.95,0.09,133.96,-0.17,-0.13
20000421,1109.5,-0.5,-0.05,134.04,0.08,0.06
20000422,1109.1,-0.4,-0.04,133.97,-0.07,-0.05
20000424,1108.25,-0.85,-0.08,133.97,0,0
20000425,1109.1,0.85,0.08,133.89,-0.08,-0.06
20000426,1108.2,-0.9,-0.08,133.92,0.03,0.02
20000427,1110.6,2.4,0.22,133.88,-0.04,-0.03
20000428,1111.45,0.85,0.08,134.11,0.23,0.17
20000429,1110.3,-1.15,-0.1,134.1,-0.01,-0.01
20000502,1110.15,-0.15,-0.01,134.1,0,0
20000503,1109.5,-0.65,-0.06,134.1,0,0
20000504,1111.05,1.55,0.14,134.01,-0.09,-0.07
20000506,1111,-0.05,0,134.18,0.17,0.13
20000508,1110.1,-0.9,-0.08,134.18,0,0
20000509,1109.75,-0.35,-0.03,134.04,-0.14,-0.1
20000510,1109.65,-0.1,-0.01,134.03,-0.01,-0.01
20000512,1110.35,0.7,0.06,134.01,-0.02,-0.01
20000513,1111.9,1.55,0.14,134.32,0.31,0.23
20000515,1112.5,0.6,0.05,134.32,0,0
20000516,1116.1,3.6,0.32,134.59,0.27,0.2
20000517,1115.45,-0.65,-0.06,134.76,0.17,0.13
20000518,1116.2,0.75,0.07,134.71,-0.05,-0.04
20000519,1120.3,4.1,0.37,134.94,0.23,0.17
20000520,1123,2.7,0.24,135.68,0.74,0.55
20000522,1122.95,-0.05,0,135.68,0,0
20000523,1129.25,6.3,0.56,136,0.32,0.24
20000524,1139,9.75,0.86,136.86,0.86,0.63
20000525,1130.4,-8.6,-0.76,137.39,0.53,0.39
20000526,1132.5,2.1,0.19,136.47,-0.92,-0.67
20000527,1135.2,2.7,0.24,137.15,0.68,0.5
20000529,1138.85,3.65,0.32,137.15,0,0
20000530,1132.85,-6,-0.53,137.55,0.4,0.29
20000531,1130.55,-2.3,-0.2,136.98,-0.57,-0.41
20000601,1132.5,1.95,0.17,136.52,-0.46,-0.34
20000602,1125.75,-6.75,-0.6,136.75,0.23,0.17
20000603,1125.8,0.05,0,136.01,-0.74,-0.54
20000605,1120.45,-5.35,-0.48,136.01,0,0
20000607,1115.15,-5.3,-0.47,135.25,-0.76,-0.56
20000608,1114.8,-0.35,-0.03,134.63,-0.62,-0.46
20000609,1115.85,1.05,0.09,134.64,0.01,0.01
20000610,1115.6,-0.25,-0.02,134.78,0.14,0.1
20000612,1113.45,-2.15,-0.19,134.78,0,0
20000613,1114.45,1,0.09,134.52,-0.26,-0.19
20000614,1115.2,0.75,0.07,134.65,0.13,0.1
20000615,1114.65,-0.55,-0.05,134.74,0.09,0.07
20000616,1116.6,1.95,0.17,134.67,-0.07,-0.05
20000617,1116.5,-0.1,-0.01,134.9,0.23,0.17
20000619,1118.7,2.2,0.2,134.9,0,0
20000620,1120.6,1.9,0.17,135.2,0.3,0.22
20000621,1119.1,-1.5,-0.13,135.29,0.09,0.07
20000622,1118.65,-0.45,-0.04,135.2,-0.09,-0.07
20000623,1119.9,1.25,0.11,135.17,-0.03,-0.02
20000624,1119.7,-0.2,-0.02,135.28,0.11,0.08
20000626,1118.7,-1,-0.09,135.28,0,0
20000627,1118.15,-0.55,-0.05,135.15,-0.13,-0.1
20000628,1117.4,-0.75,-0.07,135.05,-0.1,-0.07
20000629,1114.8,-2.6,-0.23,134.94,-0.11,-0.08
20000630,1115.15,0.35,0.03,134.67,-0.27,-0.2
20000701,1115.4,0.25,0.02,134.74,0.07,0.05
20000703,1113.3,-2.1,-0.19,134.74,0,0
20000704,1114.35,1.05,0.09,134.47,-0.27,-0.2
20000705,1115.85,1.5,0.13,134.63,0.16,0.12
20000706,1119.6,3.75,0.34,134.85,0.22,0.16
20000707,1117,-2.6,-0.23,135.15,0.3,0.22
20000708,1117,0,0,134.91,-0.24,-0.18
20000710,1119.5,2.5,0.22,134.91,0,0
20000711,1117,-2.5,-0.22,135.12,0.21,0.16
20000712,1115.55,-1.45,-0.13,134.83,-0.29,-0.21
20000713,1115.7,0.15,0.01,134.72,-0.11,-0.08
20000714,1112.05,-3.65,-0.33,134.56,-0.16,-0.12
20000715,1112.4,0.35,0.03,134.35,-0.21,-0.16
20000718,1113,0.6,0.05,134.36,0.01,0.01
20000719,1114,1,0.09,134.49,0.13,0.1
20000720,1112.5,-1.5,-0.13,134.46,-0.03,-0.02
20000721,1112.1,-0.4,-0.04,134.32,-0.14,-0.1
20000722,1112.3,0.2,0.02,134.34,0.02,0.01
20000724,1113.7,1.4,0.13,134.34,0,0
20000725,1115.35,1.65,0.15,134.47,0.13,0.1
20000726,1114.8,-0.55,-0.05,134.65,0.18,0.13
20000727,1115.35,0.55,0.05,134.76,0.11,0.08
20000728,1115.35,0,0,134.61,-0.15,-0.11
20000729,1116.2,0.85,0.08,134.82,0.21,0.16
20000731,1118.1,1.9,0.17,134.82,0,0
20000801,1116.05,-2.05,-0.18,134.93,0.11,0.08
20000802,1115.75,-0.3,-0.03,134.83,-0.1,-0.07
20000803,1114.95,-0.8,-0.07,134.76,-0.07,-0.05
20000804,1114.7,-0.25,-0.02,134.64,-0.12,-0.09
20000805,1115.3,0.6,0.05,134.7,0.06,0.04
20000807,1115.65,0.35,0.03,134.7,0,0
20000808,1117.25,1.6,0.14,134.81,0.11,0.08
20000809,1115.15,-2.1,-0.19,134.89,0.08,0.06
20000810,1114.1,-1.05,-0.09,134.63,-0.26,-0.19
20000811,1115.2,1.1,0.1,134.55,-0.08,-0.06
20000812,1114.8,-0.4,-0.04,134.64,0.09,0.07
20000814,1114.6,-0.2,-0.02,134.64,0,0
20000816,1115,0.4,0.04,134.67,0.03,0.02
20000817,1114.85,-0.15,-0.01,134.67,0,0
20000818,1114.25,-0.6,-0.05,134.62,-0.05,-0.04
20000819,1114.7,0.45,0.04,134.63,0.01,0.01
20000821,1114.65,-0.05,0,134.63,0,0
20000822,1114.65,0,0,134.62,-0.01,-0.01
20000823,1114.4,-0.25,-0.02,134.58,-0.04,-0.03
20000824,1114.25,-0.15,-0.01,134.62,0.04,0.03
20000825,1114.25,0,0,134.57,-0.05,-0.04
20000826,1114.2,-0.05,0,134.57,0,0
20000828,1113.6,-0.6,-0.05,134.57,0,0
20000829,1111.85,-1.75,-0.16,134.42,-0.15,-0.11
20000830,1109.2,-2.65,-0.24,134.2,-0.22,-0.16
20000831,1109.75,0.55,0.05,133.93,-0.27,-0.2
20000901,1107.75,-2,-0.18,134.01,0.08,0.06
20000902,1106.8,-0.95,-0.09,133.69,-0.32,-0.24
20000904,1105.25,-1.55,-0.14,133.69,0,0
20000905,1105.1,-0.15,-0.01,133.48,-0.21,-0.16
20000906,1105.2,0.1,0.01,133.46,-0.02,-0.01
20000907,1109.4,4.2,0.38,133.6,0.14,0.1
20000908,1109.15,-0.25,-0.02,133.95,0.35,0.26
20000909,1108.9,-0.25,-0.02,133.93,-0.02,-0.01
20000914,1111.75,2.85,0.26,133.97,0.04,0.03
20000915,1116.8,5.05,0.45,134.52,0.55,0.41
20000916,1117.9,1.1,0.1,135.06,0.54,0.4
20000918,1128.8,10.9,0.98,135.06,0,0
20000919,1132,3.2,0.28,136.59,1.53,1.13
20000920,1119.9,-12.1,-1.07,136.23,-0.36,-0.26
20000921,1130.5,10.6,0.95,135.43,-0.8,-0.59
20000922,1131.1,0.6,0.05,136.39,0.96,0.71
20000923,1132.7,1.6,0.14,136.82,0.43,0.32
20000925,1126.85,-5.85,-0.52,136.82,0,0
20000926,1123.5,-3.35,-0.3,135.84,-0.98,-0.72
20000927,1115.6,-7.9,-0.7,135.49,-0.35,-0.26
20000928,1115.45,-0.15,-0.01,134.62,-0.87,-0.64
20000929,1115.5,0.05,0,134.63,0.01,0.01
20000930,1115,-0.5,-0.04,134.67,0.04,0.03
20001002,1115.85,0.85,0.08,134.67,0,0
20001004,1122.1,6.25,0.56,134.82,0.15,0.11
20001005,1118.65,-3.45,-0.31,135.46,0.64,0.47
20001006,1116.95,-1.7,-0.15,135.05,-0.41,-0.3
20001007,1116.5,-0.45,-0.04,134.86,-0.19,-0.14
20001009,1116.4,-0.1,-0.01,134.86,0,0
20001010,1117.3,0.9,0.08,134.87,0.01,0.01
20001011,1124,6.7,0.6,135.04,0.17,0.13
20001012,1120,-4,-0.36,135.69,0.65,0.48
20001013,1130.55,10.55,0.94,135.57,-0.12,-0.09
20001014,1128.7,-1.85,-0.16,136.34,0.77,0.57
20001016,1123.55,-5.15,-0.46,136.34,0,0
20001017,1128.5,4.95,0.44,136.01,-0.33,-0.24
20001018,1137,8.5,0.75,136.52,0.51,0.37
20001019,1139.75,2.75,0.24,137.54,1.02,0.75
20001020,1129.15,-10.6,-0.93,137.75,0.21,0.15
20001021,1128.6,-0.55,-0.05,136.34,-1.41,-1.02
20001023,1132.5,3.9,0.35,136.34,0,0
20001024,1136.35,3.85,0.34,136.93,0.59,0.43
20001025,1136.05,-0.3,-0.03,137.14,0.21,0.15
20001026,1139.25,3.2,0.28,137.29,0.15,0.11
20001027,1134.4,-4.85,-0.43,137.67,0.38,0.28
20001028,1133.7,-0.7,-0.06,136.94,-0.73,-0.53
20001030,1136.5,2.8,0.25,136.94,0,0
20001031,1140.35,3.85,0.34,137.32,0.38,0.28
20001101,1136.4,-3.95,-0.35,137.8,0.48,0.35
20001102,1135.3,-1.1,-0.1,137.18,-0.62,-0.45
20001103,1132.35,-2.95,-0.26,137.09,-0.09,-0.07
20001104,1132.6,0.25,0.02,136.84,-0.25,-0.18
20001106,1131.4,-1.2,-0.11,136.84,0,0
20001107,1133.45,2.05,0.18,136.75,-0.09,-0.07
20001108,1137.6,4.15,0.37,137.06,0.31,0.23
20001109,1136.7,-0.9,-0.08,137.4,0.34,0.25
20001110,1132.7,-4,-0.35,137.06,-0.34,-0.25
20001111,1133.1,0.4,0.04,136.89,-0.17,-0.12
20001113,1138.25,5.15,0.45,136.89,0,0
20001114,1136.15,-2.1,-0.18,137.48,0.59,0.43
20001115,1133.75,-2.4,-0.21,137.29,-0.19,-0.14
20001116,1136.7,2.95,0.26,137.09,-0.2,-0.15
20001117,1140.7,4,0.35,137.46,0.37,0.27
20001118,1140.4,-0.3,-0.03,137.78,0.32,0.23
20001120,1144.25,3.85,0.34,137.78,0,0
20001121,1160.25,16,1.4,138.6,0.82,0.6
20001122,1162.35,2.1,0.18,140.83,2.23,1.61
20001123,1176.5,14.15,1.22,140.98,0.15,0.11
20001124,1204,27.5,2.34,143.07,2.09,1.48
20001125,1195.2,-8.8,-0.73,144.38,1.31,0.92
20001127,1185.5,-9.7,-0.81,144.38,0,0
20001128,1185.6,0.1,0.01,143.37,-1.01,-0.7
20001129,1188.1,2.5,0.21,143.16,-0.21,-0.15
20001130,1209.5,21.4,1.8,144.41,1.25,0.87
20001201,1211.5,2,0.17,146.43,2.02,1.4
20001202,1210.9,-0.6,-0.05,146.29,-0.14,-0.1
20001204,1210,-0.9,-0.07,146.29,0,0
20001205,1215,5,0.41,146.65,0.36,0.25
20001206,1193.25,-21.75,-1.79,146.37,-0.28,-0.19
20001207,1207.25,14,1.17,144.23,-2.14,-1.46
20001208,1188.5,-18.75,-1.55,145.55,1.32,0.92
20001209,1189.7,1.2,0.1,143.74,-1.81,-1.24
20001211,1187.15,-2.55,-0.21,143.74,0,0
20001212,1184.25,-2.9,-0.24,143.22,-0.52,-0.36
20001213,1195.35,11.1,0.94,143.41,0.19,0.13
20001214,1202.85,7.5,0.63,144.58,1.17,0.82
20001215,1203.8,0.95,0.08,145.07,0.49,0.34
20001216,1204.9,1.1,0.09,145.58,0.51,0.35
20001218,1206.65,1.75,0.15,145.58,0,0
20001219,1203.5,-3.15,-0.26,145.69,0.11,0.08
20001220,1211.5,8,0.66,145.7,0.01,0.01
20001221,1222.9,11.4,0.94,146.76,1.06,0.73
20001222,1225.4,2.5,0.2,147.97,1.21,0.82
20001223,1232.1,6.7,0.55,148.85,0.88,0.59
20001226,1232.1,0,0,148.85,0,0
20001227,1270.5,38.4,3.12,150.91,2.06,1.38
20001228,1260.25,-10.25,-0.81,153.06,2.15,1.42
20001229,1249.1,-11.15,-0.88,151.24,-1.82,-1.19
20001230,1259.7,10.6,0.85,151.24,0,0
20001231,1259.7,0,0,151.24,0,0
20010102,1262.5,2.8,0.22,152.19,0.95,0.63
20010103,1290,27.5,2.18,153.15,0.96,0.63
20010104,1250.5,-39.5,-3.06,155.29,2.14,1.4
20010105,1268.5,18,1.44,150.92,-4.37,-2.81
20010106,1267.8,-0.7,-0.06,153.16,2.24,1.48
20010108,1266.7,-1.1,-0.09,153.16,0,0
20010109,1263,-3.7,-0.29,152.77,-0.39,-0.25
20010110,1264.5,1.5,0.12,151.97,-0.8,-0.52
20010111,1272,7.5,0.59,152.42,0.45,0.3
20010112,1284.75,12.75,1,154.24,1.82,1.19
20010113,1281.2,-3.55,-0.28,154.79,0.55,0.36
20010115,1282,0.8,0.06,154.79,0,0
20010116,1284.25,2.25,0.18,155.37,0.58,0.37
20010117,1278.5,-5.75,-0.45,155.18,-0.19,-0.12
20010118,1289.5,11,0.86,154.32,-0.86,-0.55
20010119,1278,-11.5,-0.89,155.44,1.12,0.73
20010120,1276.7,-1.3,-0.1,154.26,-1.18,-0.76
20010122,1270.25,-6.45,-0.51,154.26,0,0
20010126,1273.25,3,0.24,153.52,-0.74,-0.48
20010127,1275.3,2.05,0.16,154.05,0.53,0.35
20010129,1283.5,8.2,0.64,154.05,0,0
20010130,1262.25,-21.25,-1.66,154.56,0.51,0.33
20010131,1259.85,-2.4,-0.19,152.86,-1.7,-1.1
20010201,1259.15,-0.7,-0.06,152.37,-0.49,-0.32
20010202,1252.75,-6.4,-0.51,152.19,-0.18,-0.12
20010203,1251.9,-0.85,-0.07,151.24,-0.95,-0.62
20010205,1253.5,1.6,0.13,151.24,0,0
20010206,1258.6,5.1,0.41,152.06,0.82,0.54
20010207,1262.75,4.15,0.33,151.87,-0.19,-0.12
20010208,1272,9.25,0.73,152.65,0.78,0.51
20010209,1265.75,-6.25,-0.49,153.31,0.66,0.43
20010210,1261.3,-4.45,-0.35,152.4,-0.91,-0.59
20010212,1265.3,4,0.32,152.4,0,0
20010213,1257,-8.3,-0.66,152.85,0.45,0.3
20010214,1252,-5,-0.4,151.8,-1.05,-0.69
20010215,1249.25,-2.75,-0.22,151.29,-0.51,-0.34
20010216,1241.1,-8.15,-0.65,150.64,-0.65,-0.43
20010217,1242.4,1.3,0.1,150.1,-0.54,-0.36
20010219,1245,2.6,0.21,150.1,0,0
20010220,1246.9,1.9,0.15,150.79,0.69,0.46
20010221,1237,-9.9,-0.79,150.22,-0.57,-0.38
20010222,1245.25,8.25,0.67,149.29,-0.93,-0.62
20010223,1246.2,0.95,0.08,150.33,1.04,0.7
20010224,1246.6,0.4,0.03,150.6,0.27,0.18
20010226,1247.85,1.25,0.1,150.6,0,0
20010227,1242.5,-5.35,-0.43,150.74,0.14,0.09
20010228,1250.6,8.1,0.65,150.48,-0.26,-0.17
20010302,1260.6,10,0.8,150.98,0.5,0.33
20010303,1261.4,0.8,0.06,152.38,1.4,0.93
20010305,1261.4,0,0,152.38,0,0
20010306,1266.5,5.1,0.4,153.94,1.56,1.02
20010307,1264.5,-2,-0.16,152.98,-0.96,-0.62
20010308,1271.5,7,0.55,153.4,0.42,0.27
20010309,1266.05,-5.45,-0.43,154.01,0.61,0.4
20010310,1267.1,1.05,0.08,153.08,-0.93,-0.6
20010312,1277.5,10.4,0.82,153.08,0,0
20010313,1283,5.5,0.43,154.46,1.38,0.9
20010314,1268.05,-14.95,-1.17,154.54,0.08,0.05
20010315,1287.9,19.85,1.57,154.05,-0.49,-0.32
20010316,1289.25,1.35,0.1,155.38,1.33,0.86
20010317,1291.6,2.35,0.18,156.04,0.66,0.42
20010319,1298.2,6.6,0.51,156.04,0,0
20010320,1293.9,-4.3,-0.33,156.86,0.82,0.53
20010321,1298.95,5.05,0.39,156.44,-0.42,-0.27
20010322,1311.5,12.55,0.97,157.41,0.97,0.62
20010323,1319.5,8,0.61,158.73,1.32,0.84
20010324,1314.7,-4.8,-0.36,158.83,0.1,0.06
20010326,1313.4,-1.3,-0.1,158.83,0,0
20010327,1304.5,-8.9,-0.68,158.57,-0.26,-0.16
20010328,1300.5,-4,-0.31,157.96,-0.61,-0.38
20010329,1309.5,9,0.69,157.45,-0.51,-0.32
20010330,1327.25,17.75,1.36,158.74,1.29,0.82
20010331,1328,0.75,0.06,160.43,1.69,1.06
20010402,1339.75,11.75,0.88,160.43,0,0
20010403,1342.3,2.55,0.19,162.16,1.73,1.08
20010404,1350,7.7,0.57,162.54,0.38,0.23
20010406,1351.5,1.5,0.11,163.29,0.75,0.46
20010407,1346.8,-4.7,-0.35,162.72,-0.57,-0.35
20010409,1338.25,-8.55,-0.63,162.72,0,0
20010410,1340,1.75,0.13,161.97,-0.75,-0.46
20010411,1323,-17,-1.27,161.59,-0.38,-0.23
20010412,1322.5,-0.5,-0.04,159.78,-1.81,-1.12
20010413,1322,-0.5,-0.04,160.09,0.31,0.19
20010414,1322.8,0.8,0.06,159.82,-0.27,-0.17
20010416,1333,10.2,0.77,159.82,0,0
20010417,1330.9,-2.1,-0.16,160.89,1.07,0.67
20010418,1324.2,-6.7,-0.5,159.98,-0.91,-0.57
20010419,1299.5,-24.7,-1.87,158.71,-1.27,-0.79
20010420,1304.4,4.9,0.38,156.89,-1.82,-1.15
20010421,1309.2,4.8,0.37,158.16,1.27,0.81
20010423,1317.25,8.05,0.61,158.16,0,0
20010424,1311.35,-5.9,-0.45,158.81,0.65,0.41
20010425,1310.3,-1.05,-0.08,158.31,-0.5,-0.31
20010426,1314,3.7,0.28,158.35,0.04,0.03
20010427,1309.8,-4.2,-0.32,158.25,-0.1,-0.06
20010428,1324.7,14.9,1.14,160.04,1.79,1.13
20010430,1324.7,0,0,160.04,0,0
20010502,1321.1,-3.6,-0.27,159.6,-0.44,-0.27
20010503,1297,-24.1,-1.82,157.6,-2,-1.25
20010504,1292.5,-4.5,-0.35,156.49,-1.11,-0.7
20010507,1293.1,0.6,0.05,156.22,-0.27,-0.17
20010508,1294,0.9,0.07,157.32,1.1,0.7
20010509,1304.4,10.4,0.8,156.8,-0.52,-0.33
20010510,1303.6,-0.8,-0.06,157.49,0.69,0.44
20010511,1303.5,-0.1,-0.01,157.81,0.32,0.2
20010512,1301.7,-1.8,-0.14,157.27,-0.54,-0.34
20010514,1301.7,0,0,157.27,0,0
20010515,1297.4,-4.3,-0.33,156.75,-0.52,-0.33
20010516,1304,6.6,0.51,157.55,0.8,0.51
20010517,1307.2,3.2,0.25,157.93,0.38,0.24
20010518,1302.5,-4.7,-0.36,157.37,-0.56,-0.35
20010519,1299.2,-3.3,-0.25,156.97,-0.4,-0.25
20010521,1299.2,0,0,156.97,0,0
20010522,1302.9,3.7,0.28,157.4,0.43,0.27
20010523,1294.8,-8.1,-0.62,156.43,-0.97,-0.62
20010524,1281,-13.8,-1.07,155.44,-0.99,-0.63
20010525,1288.75,7.75,0.6,154.74,-0.7,-0.45
20010526,1288.5,-0.25,-0.02,155.67,0.93,0.6
20010528,1288.5,0,0,155.67,0,0
20010529,1295.3,6.8,0.53,156.49,0.82,0.53
20010530,1294.1,-1.2,-0.09,156.35,-0.14,-0.09
20010531,1292.9,-1.2,-0.09,156.19,-0.16,-0.1
20010601,1286,-6.9,-0.53,155.37,-0.82,-0.53
20010602,1282.2,-3.8,-0.3,154.9,-0.47,-0.3
20010604,1286,3.8,0.3,154.9,0,0
20010605,1285.3,-0.7,-0.05,155.29,0.39,0.25
20010607,1285.9,0.6,0.05,155.35,0.06,0.04
20010608,1287.8,1.9,0.15,155.59,0.24,0.15
20010609,1285.8,-2,-0.16,155.35,-0.24,-0.15
20010611,1290.5,4.7,0.37,155.35,0,0
20010612,1289.6,-0.9,-0.07,155.81,0.46,0.3
20010613,1290.3,0.7,0.05,155.89,0.08,0.05
20010614,1292.1,1.8,0.14,156.09,0.2,0.13
20010615,1291.7,-0.4,-0.03,156.05,-0.04,-0.03
20010616,1292,0.3,0.02,156.1,0.05,0.03
20010618,1292,0,0,156.1,0,0
20010619,1303.5,11.5,0.89,157.04,0.94,0.6
20010620,1304.3,0.8,0.06,157.56,0.52,0.33
20010621,1298,-6.3,-0.48,156.82,-0.74,-0.47
20010622,1301.9,3.9,0.3,157.29,0.47,0.3
20010623,1304.2,2.3,0.18,157.57,0.28,0.18
20010625,1303.5,-0.7,-0.05,157.57,0,0
20010626,1302.9,-0.6,-0.05,157.42,-0.15,-0.1
20010627,1298.9,-4,-0.31,156.93,-0.49,-0.31
20010628,1299.8,0.9,0.07,157.04,0.11,0.07
20010629,1302.9,3.1,0.24,157.34,0.3,0.19
20010630,1300.7,-2.2,-0.17,157.15,-0.19,-0.12
20010702,1300.7,0,0,157.15,0,0
20010703,1300.3,-0.4,-0.03,157.1,-0.05,-0.03
20010704,1294.75,-5.55,-0.43,156.5,-0.6,-0.38
20010705,1295.5,0.75,0.06,156.52,0.02,0.01
20010706,1295,-0.5,-0.04,156.46,-0.06,-0.04
20010707,1295.5,0.5,0.04,156.52,0.06,0.04
20010709,1297,1.5,0.12,156.52,0,0
20010710,1296.6,-0.4,-0.03,156.66,0.14,0.09
20010711,1297.7,1.1,0.08,156.78,0.12,0.08
20010712,1307.4,9.7,0.75,157.96,1.18,0.75
20010713,1307.2,-0.2,-0.02,157.93,-0.03,-0.02
20010714,1304,-3.2,-0.24,157.55,-0.38,-0.24
20010716,1304,0,0,157.55,0,0
20010718,1311.6,7.6,0.58,158.47,0.92,0.58
20010719,1310.1,-1.5,-0.11,158.28,-0.19,-0.12
20010720,1301.95,-8.15,-0.62,157.78,-0.5,-0.32
20010721,1303.7,1.75,0.13,157.51,-0.27,-0.17
20010723,1303.7,0,0,157.51,0,0
20010724,1314.5,10.8,0.83,158.1,0.59,0.37
20010725,1314.5,0,0,158.52,0.42,0.27
20010726,1308.7,-5.8,-0.44,158.11,-0.41,-0.26
20010727,1302.2,-6.5,-0.5,157.33,-0.78,-0.49
20010728,1301.1,-1.1,-0.08,157.19,-0.14,-0.09
20010730,1301.1,0,0,157.19,0,0
20010731,1301.4,0.3,0.02,157.24,0.05,0.03
20010801,1302.5,1.1,0.08,157.36,0.12,0.08
20010802,1297.7,-4.8,-0.37,156.79,-0.57,-0.36
20010803,1283.8,-13.9,-1.07,156.01,-0.78,-0.5
20010804,1283.8,0,0,155.11,-0.9,-0.58
20010806,1283.8,0,0,155.11,0,0
